id_bruvoll_2023;id_source;house_size;site_name;region;arch_culture;data_source;site_name_ill;neighbourhood_logic;mean_orien;site_name_ill_short;Settlement
592;13;151;langweiler_9;rheinland;lbk;schiesberg_2007;Langweiler 9;FALSE;;Langweiler 9;Langweiler 9
593;17;224;langweiler_9;rheinland;lbk;schiesberg_2007;Langweiler 9;FALSE;;Langweiler 9;Langweiler 9
594;7;204;laurenzberg_7;rheinland;lbk;schiesberg_2007;Laurenzberg 7;FALSE;;Laurenzberg 7;Laurenzberg 7
626;1;150;lohn_3;rheinland;lbk;schiesberg_2007;Lohn 3;FALSE;;Lohn 3;Lohn 3
627;2;194;lohn_3;rheinland;lbk;schiesberg_2007;Lohn 3;FALSE;;Lohn 3;Lohn 3
628;24;182;lohn_3;rheinland;lbk;schiesberg_2007;Lohn 3;FALSE;;Lohn 3;Lohn 3
629;29;143;lohn_3;rheinland;lbk;schiesberg_2007;Lohn 3;FALSE;;Lohn 3;Lohn 3
630;36;139;lohn_3;rheinland;lbk;schiesberg_2007;Lohn 3;FALSE;;Lohn 3;Lohn 3
160;160;73,74944076;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;31,41652525;Maňa;Mana
161;161;126,6070531;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;21,47462685;Maňa;Mana
162;162;86,79224169;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;11,04124855;Maňa;Mana
163;163;55,43232998;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;21,78488314;Maňa;Mana
164;164;92,22117928;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;21,50596108;Maňa;Mana
165;165;76,14669258;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;33,72434375;Maňa;Mana
166;166;127,3623671;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;23,56067262;Maňa;Mana
167;167;84,63224626;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;16,90231102;Maňa;Mana
168;168;67,48940332;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;14,63310907;Maňa;Mana
169;169;130,6442872;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;18,41358059;Maňa;Mana
170;170;163,6544283;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;29,66576271;Maňa;Mana
171;171;129,7569343;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;20,17426716;Maňa;Mana
172;172;65,77211711;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;22,46826137;Maňa;Mana
173;173;114,927645;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;30,60938791;Maňa;Mana
174;174;124,4769531;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;29,55810605;Maňa;Mana
175;175;72,72527243;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;22,78018187;Maňa;Mana
176;176;78,35540344;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;16,45008426;Maňa;Mana
177;177;94,33253126;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;15,31936875;Maňa;Mana
178;178;59,45310992;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;18,59452987;Maňa;Mana
179;179;194,2807897;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;25,97137347;Maňa;Mana
180;180;236,0820022;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;32,73974094;Maňa;Mana
181;181;160,4959314;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;24,7198126;Maňa;Mana
182;182;212,9967718;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;35,51426282;Maňa;Mana
183;183;82,67980421;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;22,58923507;Maňa;Mana
184;184;87,42115821;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;25,89020474;Maňa;Mana
185;185;81,79802364;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;29,29076467;Maňa;Mana
186;186;83,72571919;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;15,95106199;Maňa;Mana
187;187;70,82781171;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;36,59967877;Maňa;Mana
188;188;74,38492699;mana_za_hlbokou_cestou;zitava_valley;lbk;muller_scheessel_et_al_2020;Maňa 'Za hlbokou cestou';FALSE;41,40049873;Maňa;Mana
102;102;85,95599404;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;10,95471722;Nevidzany;Nevidzany
103;103;100,9516893;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;12,46217794;Nevidzany;Nevidzany
104;104;158,1318238;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;17,21960646;Nevidzany;Nevidzany
105;105;238,3069878;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;17,77244438;Nevidzany;Nevidzany
106;106;170,3659872;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;39,74689675;Nevidzany;Nevidzany
107;107;109,4677239;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;27,47978111;Nevidzany;Nevidzany
108;108;89,92337823;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;21,6831239;Nevidzany;Nevidzany
109;109;64,11412472;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;24,49963522;Nevidzany;Nevidzany
110;110;90,8828148;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;30,46602764;Nevidzany;Nevidzany
111;111;97,5378324;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;24,45898115;Nevidzany;Nevidzany
112;112;43,73714039;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;8,920912304;Nevidzany;Nevidzany
113;113;98,66814878;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;17,54610543;Nevidzany;Nevidzany
114;114;76,49722558;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;15,48537375;Nevidzany;Nevidzany
115;115;51,52745773;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;20,40317489;Nevidzany;Nevidzany
116;116;204,6447898;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;21,92926421;Nevidzany;Nevidzany
117;117;68,30639521;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;15,19794641;Nevidzany;Nevidzany
118;118;193,7629418;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;23,282257;Nevidzany;Nevidzany
119;119;100,1645681;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;21,23836164;Nevidzany;Nevidzany
120;120;176,9942286;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;21,6330566;Nevidzany;Nevidzany
121;121;120,3118499;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;9,749702078;Nevidzany;Nevidzany
545;553;122,8664892;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;18,03666797;Nevidzany;Nevidzany
546;554;86,79919355;nevidzany_konopiska;zitava_valley;lbk;muller_scheessel_et_al_2020;Nevidzany 'Konopiská';FALSE;15,88853283;Nevidzany;Nevidzany
596;3;185;niedermerz_4;rheinland;lbk;schiesberg_2007;Niedermerz 4;FALSE;;Niedermerz 4;Niedermerz 4
597;6;182;niedermerz_4;rheinland;lbk;schiesberg_2007;Niedermerz 4;FALSE;;Niedermerz 4;Niedermerz 4
33;33;60,79148015;slazany_na_domovine;zitava_valley;lbk;muller_scheessel_et_al_2020;Sľažany 'Na Domovine';FALSE;15,45918061;Sľažany;Slazany
34;34;76,36568004;slazany_na_domovine;zitava_valley;lbk;muller_scheessel_et_al_2020;Sľažany 'Na Domovine';FALSE;13,19259826;Sľažany;Slazany
35;35;35,55468118;slazany_na_domovine;zitava_valley;lbk;muller_scheessel_et_al_2020;Sľažany 'Na Domovine';FALSE;28,92542345;Sľažany;Slazany
36;36;40,60569679;slazany_na_domovine;zitava_valley;lbk;muller_scheessel_et_al_2020;Sľažany 'Na Domovine';FALSE;21,73609256;Sľažany;Slazany
37;37;68,71140378;slazany_na_domovine;zitava_valley;lbk;muller_scheessel_et_al_2020;Sľažany 'Na Domovine';FALSE;24,77468283;Sľažany;Slazany
534;542;59,45715908;slazany_na_domovine;zitava_valley;lbk;muller_scheessel_et_al_2020;Sľažany 'Na Domovine';FALSE;9,125671588;Sľažany;Slazany
90;90;81,17420528;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;1,635812924;Telince;Telince
91;91;70,12370153;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;3,33367251;Telince;Telince
92;92;77,09948717;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;21,54948433;Telince;Telince
93;93;181,4114608;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;14,66335495;Telince;Telince
94;94;35,96702769;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;12,78469624;Telince;Telince
95;95;59,34742486;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;18,72202303;Telince;Telince
96;96;102,9584461;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;11,70772802;Telince;Telince
97;97;86,25304715;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;10,87064937;Telince;Telince
98;98;112,4899686;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;359,9313854;Telince;Telince
99;99;60,19824558;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;358,9015175;Telince;Telince
100;100;163,9448682;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;355,6103857;Telince;Telince
101;101;112,4696733;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;2,572217009;Telince;Telince
547;555;72,74236906;telince_horne_luky;zitava_valley;lbk;muller_scheessel_et_al_2020;Telince 'Horné lúky';FALSE;13,96192156;Telince;Telince
1;1;58,48786374;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;7,120386279;Úľany;Ulany
2;2;65,64437765;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;358,520472;Úľany;Ulany
3;3;56,99330094;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;4,86102392;Úľany;Ulany
4;4;67,6938679;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;15,93217939;Úľany;Ulany
5;5;72,4793664;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;10,06348423;Úľany;Ulany
6;6;61,91064371;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;3,19656594;Úľany;Ulany
7;7;65,68651762;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;13,6178667;Úľany;Ulany
8;8;60,55287159;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;9,050051213;Úľany;Ulany
9;9;83,90120425;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;14,76201826;Úľany;Ulany
10;10;68,64450932;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;10,06773168;Úľany;Ulany
11;11;68,76941732;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;20,03117826;Úľany;Ulany
12;12;80,23019503;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;12,52170526;Úľany;Ulany
13;13;63,57793588;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;5,36813899;Úľany;Ulany
14;14;67,37902313;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;24,90782633;Úľany;Ulany
15;15;31,01134309;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;37,55815139;Úľany;Ulany
16;16;61,78695097;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;15,82583695;Úľany;Ulany
17;17;46,37319135;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;30,01844698;Úľany;Ulany
18;18;55,61236893;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;28,10098361;Úľany;Ulany
19;19;71,3569768;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;9,216840488;Úľany;Ulany
20;20;80,37632457;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;15,77963753;Úľany;Ulany
21;21;62,02440385;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;8,853864962;Úľany;Ulany
22;22;53,34047518;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;26,45087556;Úľany;Ulany
23;23;51,58431934;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;12,47836155;Úľany;Ulany
24;24;67,20297535;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;0,603600979;Úľany;Ulany
25;25;56,1923399;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;2,417499464;Úľany;Ulany
26;26;47,66675216;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;357,2103351;Úľany;Ulany
27;27;86,26201248;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;23,17274497;Úľany;Ulany
28;28;54,43830892;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;24,66337207;Úľany;Ulany
29;29;44,50230898;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;36,02579931;Úľany;Ulany
30;30;66,54883536;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;26,4292543;Úľany;Ulany
31;31;47,76224993;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;358,3171656;Úľany;Ulany
531;539;83,50891935;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;359,0069445;Úľany;Ulany
532;540;68,58731593;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;30,9372712;Úľany;Ulany
533;541;41,78969145;ulany_nad_zitavou_dolne_diely;zitava_valley;lbk;muller_scheessel_et_al_2020;Úľany nad Žitavou 'Dolné diely';FALSE;28,78329733;Úľany;Ulany
189;189;124,1568685;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;30,76352189;Vlkas;Vlkas
190;190;81,17652119;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;29,22830611;Vlkas;Vlkas
191;191;216,4504193;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;25,16860501;Vlkas;Vlkas
192;192;42,91986821;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;21,41407085;Vlkas;Vlkas
193;193;150,1773566;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;29,52030856;Vlkas;Vlkas
194;194;114,4308392;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;25,60217629;Vlkas;Vlkas
195;195;60,38141604;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;19,81402861;Vlkas;Vlkas
196;196;79,54559825;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;21,60530724;Vlkas;Vlkas
197;197;138,0270472;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;27,41901922;Vlkas;Vlkas
198;198;87,6945186;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;22,67227863;Vlkas;Vlkas
199;199;89,07964579;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;27,22541063;Vlkas;Vlkas
200;200;187,8613587;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;16,38899764;Vlkas;Vlkas
201;201;75,75655539;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;19,11495683;Vlkas;Vlkas
202;202;85,92971546;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;25,13051404;Vlkas;Vlkas
203;203;97,16985547;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;29,74162237;Vlkas;Vlkas
204;204;57,49253033;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;30,29681367;Vlkas;Vlkas
205;205;77,33408114;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;25,60606321;Vlkas;Vlkas
206;206;66,81949291;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;33,12783919;Vlkas;Vlkas
207;207;46,73138489;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;30,25755016;Vlkas;Vlkas
208;208;69,69978266;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;29,32149014;Vlkas;Vlkas
209;209;133,4814677;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;21,77198225;Vlkas;Vlkas
210;210;53,41307434;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;21,8452992;Vlkas;Vlkas
211;211;71,95704994;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;26,70773138;Vlkas;Vlkas
212;212;147,592669;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;26,37076135;Vlkas;Vlkas
213;213;90,34814303;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;26,44660711;Vlkas;Vlkas
214;214;178,5668394;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;22,6905004;Vlkas;Vlkas
215;215;87,3791028;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;16,47390883;Vlkas;Vlkas
216;216;78,75268309;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;26,57392472;Vlkas;Vlkas
217;217;77,0599152;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;24,364564;Vlkas;Vlkas
218;218;111,2517903;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;25,6873762;Vlkas;Vlkas
219;219;104,1357481;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;31,80429412;Vlkas;Vlkas
220;220;112,3321911;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;27,80931523;Vlkas;Vlkas
221;221;103,7000378;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;20,35180959;Vlkas;Vlkas
222;222;88,03612132;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;19,53907724;Vlkas;Vlkas
223;223;206,9907994;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;23,20140374;Vlkas;Vlkas
224;224;92,7727514;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;25,20018977;Vlkas;Vlkas
225;225;166,4166362;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;19,46919742;Vlkas;Vlkas
226;226;102,3127245;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;23,80742887;Vlkas;Vlkas
227;227;73,65284308;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;33,53674635;Vlkas;Vlkas
228;228;139,1130963;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;19,45094408;Vlkas;Vlkas
229;229;109,1001575;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;30,26119716;Vlkas;Vlkas
230;230;58,97653899;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;24,24204137;Vlkas;Vlkas
231;231;50,2836168;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;29,30605254;Vlkas;Vlkas
232;232;51,36291745;vlkas_do_hulskeho_chotara;zitava_valley;lbk;muller_scheessel_et_al_2020;Vlkas 'Do hulského chotára';FALSE;18,35093259;Vlkas;Vlkas
